order_id,order_date,region,country,product_category,product_name,sales_channel,quantity,unit_price,total_sales,profit,customer_segment
ORD-000454,2022-12-03,South,Brazil,Clothing,Men's Jacket,Online,3,81.38,244.14,94.07,Corporate
ORD-000455,2022-03-07,North,Canada,Electronics,Wireless Headphones,Retail,4,161.57,646.28,225.24,Home Office
ORD-000456,2022-02-12,North,Canada,Furniture,Ergonomic Chair,Retail,2,258.39,516.78,177.6,Consumer
ORD-000457,2022-01-03,South,Brazil,Clothing,Women's Dress,Retail,6,87.46,524.76,221.35,Corporate
ORD-000458,2022-07-04,East,China,Electronics,Wireless Headphones,Online,1,164.01,164.01,54.92,Consumer
ORD-000459,2022-01-01,East,Japan,Electronics,Wireless Headphones,Retail,8,151.66,1213.28,474.83,Corporate
ORD-000460,2022-03-14,East,Japan,Furniture,Bookshelf,Retail,3,111.3,333.9,97.87,Consumer
ORD-000461,2022-07-30,South,Brazil,Furniture,Bookshelf,Online,3,116.01,348.03,105.82,Corporate
ORD-000462,2022-01-13,West,UK,Grocery,Organic Coffee Beans,Retail,14,11.42,159.88,54.13,Home Office
ORD-000463,2022-08-07,South,Argentina,Grocery,Breakfast Cereal,Retail,11,6.37,70.07,14.48,Corporate
ORD-000464,2022-04-04,West,France,Furniture,Ergonomic Chair,Online,5,255.51,1277.55,444.0,Corporate
ORD-000465,2022-10-19,West,France,Electronics,Laptop Pro,Online,4,1269.33,5077.32,1156.59,Corporate
ORD-000466,2022-02-24,North,Canada,Clothing,Running Shoes,Retail,6,105.68,634.08,260.14,Consumer
ORD-000467,2022-04-10,North,Canada,Electronics,Laptop Pro,Retail,5,1240.2,6201.0,1283.29,Consumer
ORD-000468,2022-12-03,North,Canada,Furniture,Ergonomic Chair,Online,4,240.29,961.16,327.32,Corporate
ORD-000469,2022-01-07,West,France,Electronics,4K Monitor,Online,1,362.03,362.03,89.6,Consumer
ORD-000470,2022-10-20,West,France,Furniture,Standing Desk,Retail,9,456.07,4104.63,1367.98,Home Office
ORD-000471,2022-08-02,East,China,Electronics,4K Monitor,Retail,10,404.44,4044.4,1341.34,Corporate
ORD-000472,2022-03-14,South,Brazil,Furniture,Bookshelf,Retail,4,109.81,439.24,124.01,Consumer
ORD-000473,2022-01-09,East,Japan,Clothing,Running Shoes,Online,5,113.0,565.0,198.39,Consumer
ORD-000474,2022-01-12,East,Japan,Furniture,Ergonomic Chair,Online,3,256.33,768.99,202.44,Corporate
ORD-000475,2022-02-01,East,India,Electronics,Wireless Headphones,Retail,8,148.64,1189.12,359.89,Corporate
ORD-000476,2022-07-16,South,Brazil,Clothing,Women's Dress,Retail,6,77.25,463.5,185.28,Home Office
ORD-000477,2022-10-14,South,Brazil,Clothing,Men's Jacket,Online,4,94.97,379.88,177.3,Corporate
ORD-000478,2024-02-11,North,USA,Electronics,4K Monitor,Retail,6,433.77,2602.62,855.34,Corporate
ORD-000479,2022-01-19,North,USA,Electronics,Smartphone X,Online,5,744.48,3722.4,956.54,Corporate
ORD-000480,2022-04-17,North,Canada,Furniture,Bookshelf,Online,5,124.98,624.9,170.87,Consumer
ORD-000481,2023-08-01,East,Japan,Furniture,Ergonomic Chair,Retail,5,255.15,1275.75,333.04,Home Office
ORD-000482,2022-05-01,West,Germany,Grocery,Breakfast Cereal,Online,5,5.64,28.2,7.21,Consumer
ORD-000483,2022-08-27,North,Canada,Grocery,Breakfast Cereal,Retail,8,6.55,52.4,15.27,Consumer
ORD-000484,2022-01-08,East,China,Electronics,Wireless Headphones,Retail,6,162.26,973.56,394.28,Corporate
ORD-000485,2022-08-22,South,Brazil,Furniture,Bookshelf,Retail,8,114.68,917.44,261.32,Corporate
ORD-000486,2022-03-23,East,China,Electronics,Laptop Pro,Retail,5,1267.74,6338.7,1325.85,Home Office
ORD-000487,2022-05-05,East,Japan,Clothing,Men's Jacket,Online,5,83.54,417.7,178.45,Home Office
ORD-000488,2022-06-01,South,Brazil,Grocery,Organic Coffee Beans,Online,7,11.44,80.08,20.23,Corporate
ORD-000489,2022-03-15,South,Brazil,Electronics,4K Monitor,Retail,8,397.98,3183.84,879.67,Consumer
ORD-000490,2022-01-01,West,France,Grocery,Olive Oil Premium,Retail,5,16.25,81.25,19.36,Consumer
ORD-000491,2022-05-11,North,USA,Clothing,Running Shoes,Online,1,105.86,105.86,34.78,Home Office
ORD-000492,2022-03-01,South,Argentina,Furniture,Ergonomic Chair,Online,5,242.65,1213.25,301.97,Home Office
ORD-000493,2022-04-30,South,Brazil,Furniture,Bookshelf,Online,4,126.25,505.0,147.44,Consumer
ORD-000494,2022-06-21,South,Argentina,Grocery,Breakfast Cereal,Retail,13,5.98,77.74,19.4,Home Office
ORD-000495,2022-04-27,West,France,Electronics,Laptop Pro,Online,5,1247.04,6235.2,1116.33,Home Office
ORD-000496,2023-01-18,South,Argentina,Furniture,Standing Desk,Online,4,523.42,2093.68,639.2,Home Office
ORD-000497,2022-01-15,East,China,Electronics,Smartphone X,Online,4,844.69,3378.76,695.43,Home Office
ORD-000498,2023-08-14,South,Brazil,Furniture,Standing Desk,Retail,5,536.65,2683.25,926.91,Home Office
ORD-000499,2023-05-12,North,USA,Clothing,Women's Dress,Retail,5,74.02,370.1,153.17,Consumer
ORD-000500,2022-08-06,South,Argentina,Grocery,Organic Coffee Beans,Retail,10,12.0,120.0,29.11,Consumer
ORD-000501,2022-02-07,North,USA,Electronics,Laptop Pro,Online,2,1144.75,2289.5,587.17,Consumer
ORD-000502,2022-09-03,South,Argentina,Electronics,Smartphone X,Retail,4,764.86,3059.44,844.45,Home Office
ORD-000503,2022-02-03,West,UK,Grocery,Olive Oil Premium,Online,14,19.5,273.0,69.58,Consumer
ORD-000504,2022-10-03,South,Argentina,Furniture,Bookshelf,Retail,2,122.7,245.4,72.19,Consumer
ORD-000505,2023-05-17,East,India,Electronics,Wireless Headphones,Online,5,148.73,743.65,208.53,Consumer
ORD-000506,2022-02-03,East,India,Clothing,Running Shoes,Retail,7,107.27,750.89,271.86,Home Office
ORD-000507,2022-01-04,North,USA,Furniture,Bookshelf,Online,1,119.62,119.62,31.13,Home Office
ORD-000508,2022-06-07,West,UK,Electronics,Laptop Pro,Online,4,1221.66,4886.64,995.88,Consumer
ORD-000509,2022-01-08,West,France,Clothing,Men's Jacket,Retail,10,94.43,944.3,354.93,Consumer
ORD-000510,2022-06-16,South,Argentina,Electronics,Smartphone X,Online,4,782.4,3129.6,757.96,Home Office
ORD-000511,2022-03-06,South,Argentina,Grocery,Organic Coffee Beans,Online,5,12.94,64.7,22.72,Corporate
ORD-000512,2022-01-16,South,Argentina,Furniture,Bookshelf,Online,5,123.71,618.55,191.06,Home Office
ORD-000513,2022-02-19,West,UK,Electronics,Smartphone X,Online,4,784.2,3136.8,689.64,Corporate
ORD-000514,2022-03-18,West,France,Electronics,Smartphone X,Online,1,864.53,864.53,217.61,Home Office
ORD-000515,2022-01-02,East,Japan,Furniture,Standing Desk,Retail,10,522.67,5226.7,1774.42,Consumer
ORD-000516,2022-01-01,North,USA,Electronics,Smartphone X,Retail,6,840.28,5041.68,1029.89,Consumer
ORD-000517,2023-12-31,North,Canada,Clothing,Women's Dress,Retail,6,79.91,479.46,209.65,Corporate
ORD-000518,2023-03-15,South,Argentina,Furniture,Ergonomic Chair,Retail,10,226.94,2269.4,596.29,Home Office
ORD-000519,2022-03-16,South,Brazil,Grocery,Breakfast Cereal,Retail,16,5.54,88.64,25.27,Home Office
ORD-000520,2022-08-11,North,Canada,Electronics,Wireless Headphones,Online,1,144.3,144.3,51.61,Corporate
ORD-000521,2023-05-28,East,Japan,Grocery,Organic Coffee Beans,Retail,5,12.08,60.4,16.6,Home Office
ORD-000522,2022-01-10,South,Argentina,Clothing,Men's Jacket,Online,5,85.12,425.6,157.05,Home Office
ORD-000523,2024-01-15,North,Canada,Furniture,Bookshelf,Retail,9,111.27,1001.43,280.72,Home Office
ORD-000524,2022-12-13,North,Canada,Clothing,Running Shoes,Online,2,111.82,223.64,70.15,Home Office
ORD-000525,2022-03-15,West,Germany,Clothing,Women's Dress,Online,5,76.4,382.0,152.22,Consumer
ORD-000526,2022-05-13,North,USA,Clothing,Running Shoes,Online,2,101.72,203.44,68.94,Corporate
ORD-000527,2022-02-04,South,Brazil,Grocery,Olive Oil Premium,Online,3,18.49,55.47,18.28,Consumer
ORD-000528,2022-01-06,North,Canada,Furniture,Bookshelf,Online,1,109.53,109.53,30.01,Consumer
ORD-000529,2023-08-12,East,India,Furniture,Standing Desk,Retail,5,516.79,2583.95,677.38,Corporate
ORD-000530,2023-10-22,West,UK,Furniture,Ergonomic Chair,Online,2,246.54,493.08,119.22,Home Office
ORD-000531,2022-02-20,North,USA,Furniture,Bookshelf,Online,3,108.48,325.44,85.25,Consumer
ORD-000532,2022-03-29,North,USA,Electronics,Wireless Headphones,Online,4,157.43,629.72,199.27,Corporate
ORD-000533,2022-01-14,West,UK,Grocery,Breakfast Cereal,Retail,6,6.49,38.94,9.84,Home Office
ORD-000534,2022-01-22,West,France,Furniture,Standing Desk,Online,4,511.1,2044.4,663.98,Corporate
ORD-000535,2022-01-16,South,Argentina,Electronics,Smartphone X,Retail,3,827.24,2481.72,502.57,Corporate
ORD-000536,2022-01-02,North,Canada,Furniture,Bookshelf,Online,4,118.07,472.28,131.49,Home Office
ORD-000537,2022-02-05,West,Germany,Electronics,Wireless Headphones,Online,4,161.07,644.28,227.69,Corporate
ORD-000538,2022-10-11,North,USA,Electronics,Laptop Pro,Retail,3,1114.26,3342.78,705.09,Corporate
ORD-000539,2022-05-30,South,Brazil,Electronics,Wireless Headphones,Online,5,151.51,757.55,232.08,Consumer
ORD-000540,2022-03-10,South,Brazil,Grocery,Organic Coffee Beans,Online,4,11.02,44.08,11.72,Corporate
ORD-000541,2022-03-13,West,France,Furniture,Ergonomic Chair,Online,3,259.18,777.54,222.54,Home Office
ORD-000542,2022-07-08,North,USA,Electronics,Wireless Headphones,Online,1,143.42,143.42,49.84,Consumer
ORD-000543,2023-08-07,South,Brazil,Clothing,Running Shoes,Online,4,110.25,441.0,153.93,Home Office
ORD-000544,2022-06-17,North,Canada,Clothing,Women's Dress,Online,3,75.16,225.48,92.86,Corporate
ORD-000545,2023-07-26,North,USA,Clothing,Running Shoes,Online,5,119.53,597.65,238.37,Corporate
ORD-000546,2022-01-19,North,USA,Clothing,Men's Jacket,Online,5,85.28,426.4,185.91,Corporate
ORD-000547,2024-02-13,South,Brazil,Clothing,Women's Dress,Online,1,75.59,75.59,36.16,Home Office
ORD-000548,2023-04-13,South,Brazil,Furniture,Standing Desk,Online,2,477.14,954.28,301.48,Home Office
ORD-000549,2022-08-28,West,UK,Grocery,Organic Coffee Beans,Retail,11,11.42,125.62,37.19,Corporate
ORD-000550,2022-07-10,South,Brazil,Clothing,Men's Jacket,Online,4,90.53,362.12,157.43,Corporate
ORD-000551,2022-01-20,East,Japan,Electronics,Smartphone X,Online,3,727.68,2183.04,520.08,Home Office
ORD-000552,2022-01-04,East,India,Clothing,Running Shoes,Retail,2,114.11,228.22,101.45,Home Office
ORD-000553,2022-09-05,West,France,Grocery,Organic Coffee Beans,Retail,16,12.0,192.0,53.57,Home Office
ORD-000554,2022-01-06,North,USA,Grocery,Breakfast Cereal,Online,12,5.96,71.52,18.77,Home Office
ORD-000555,2022-09-12,West,UK,Electronics,Wireless Headphones,Online,4,156.73,626.92,255.38,Home Office
ORD-000556,2022-05-09,West,Germany,Clothing,Men's Jacket,Retail,10,90.23,902.3,369.3,Consumer
ORD-000557,2022-09-16,West,UK,Furniture,Standing Desk,Online,2,486.84,973.68,356.64,Corporate
ORD-000558,2022-07-22,North,USA,Electronics,Laptop Pro,Online,4,1302.57,5210.28,1095.4,Corporate
ORD-000559,2022-02-22,South,Argentina,Clothing,Women's Dress,Retail,7,84.41,590.87,225.17,Home Office
ORD-000560,2022-01-24,South,Argentina,Clothing,Men's Jacket,Online,2,88.45,176.9,58.55,Home Office
ORD-000561,2022-08-13,South,Brazil,Electronics,Laptop Pro,Online,4,1133.16,4532.64,1088.26,Home Office
ORD-000562,2022-04-16,North,Canada,Electronics,Laptop Pro,Retail,9,1289.48,11605.32,2701.06,Home Office
ORD-000563,2022-02-11,North,Canada,Electronics,Wireless Headphones,Retail,10,145.78,1457.8,447.0,Home Office
ORD-000564,2024-11-24,South,Argentina,Grocery,Breakfast Cereal,Online,15,6.14,92.1,25.52,Corporate
ORD-000565,2022-01-29,East,India,Clothing,Women's Dress,Retail,7,83.57,584.99,265.32,Consumer
ORD-000566,2022-02-01,North,Canada,Grocery,Organic Coffee Beans,Retail,6,13.05,78.3,22.35,Corporate
ORD-000567,2022-06-08,North,USA,Clothing,Men's Jacket,Online,2,92.65,185.3,63.71,Corporate
ORD-000568,2022-01-08,East,China,Electronics,Laptop Pro,Retail,4,1233.83,4935.32,895.83,Consumer
ORD-000569,2022-02-11,North,USA,Furniture,Bookshelf,Retail,3,123.5,370.5,116.75,Home Office
ORD-000570,2022-04-19,East,Japan,Furniture,Bookshelf,Online,2,130.36,260.72,68.9,Home Office
ORD-000571,2022-01-01,North,USA,Clothing,Men's Jacket,Online,5,95.37,476.85,178.16,Home Office
ORD-000572,2022-01-05,North,Canada,Grocery,Organic Coffee Beans,Retail,13,11.66,151.58,41.93,Home Office
ORD-000573,2022-02-14,West,UK,Electronics,Smartphone X,Online,2,825.94,1651.88,392.24,Home Office
ORD-000574,2022-09-03,West,Germany,Furniture,Standing Desk,Online,2,466.16,932.32,346.39,Consumer
ORD-000575,2022-03-18,East,China,Grocery,Organic Coffee Beans,Online,5,12.85,64.25,17.93,Home Office
ORD-000576,2022-06-27,East,Japan,Clothing,Women's Dress,Retail,8,76.53,612.24,256.82,Corporate
ORD-000577,2022-01-03,West,UK,Clothing,Running Shoes,Online,2,101.43,202.86,65.92,Home Office
ORD-000578,2022-06-18,South,Brazil,Grocery,Organic Coffee Beans,Retail,13,10.83,140.79,34.25,Home Office
ORD-000579,2022-01-12,North,Canada,Grocery,Olive Oil Premium,Retail,15,19.7,295.5,90.86,Home Office
ORD-000580,2023-07-19,North,Canada,Furniture,Bookshelf,Online,4,122.28,489.12,108.41,Home Office
ORD-000581,2022-01-01,North,Canada,Electronics,Wireless Headphones,Online,1,145.3,145.3,40.81,Corporate
ORD-000582,2022-01-06,North,USA,Furniture,Bookshelf,Online,4,121.25,485.0,141.8,Corporate
ORD-000583,2022-03-11,West,France,Electronics,Wireless Headphones,Online,4,163.46,653.84,235.81,Corporate
ORD-000584,2022-01-11,South,Argentina,Clothing,Women's Dress,Retail,8,87.79,702.32,345.28,Home Office
ORD-000585,2023-08-18,South,Brazil,Furniture,Bookshelf,Retail,3,110.83,332.49,92.61,Home Office
ORD-000586,2023-05-12,North,Canada,Grocery,Organic Coffee Beans,Retail,11,13.13,144.43,35.88,Home Office
ORD-000587,2022-02-28,West,UK,Furniture,Ergonomic Chair,Online,2,238.51,477.02,148.02,Consumer
ORD-000588,2022-10-26,South,Brazil,Furniture,Standing Desk,Online,4,489.16,1956.64,674.26,Home Office
ORD-000589,2022-01-14,North,USA,Grocery,Breakfast Cereal,Retail,12,6.06,72.72,17.22,Corporate
ORD-000590,2022-01-04,East,Japan,Grocery,Breakfast Cereal,Retail,11,6.05,66.55,18.33,Corporate
ORD-000591,2022-04-20,East,Japan,Furniture,Bookshelf,Retail,4,119.03,476.12,127.25,Consumer
ORD-000592,2022-03-06,North,USA,Furniture,Standing Desk,Retail,4,542.86,2171.44,799.6,Corporate
ORD-000593,2022-03-03,South,Argentina,Electronics,Smartphone X,Online,4,749.27,2997.08,695.66,Corporate
ORD-000594,2022-03-15,West,Germany,Furniture,Ergonomic Chair,Retail,5,231.23,1156.15,291.81,Home Office
ORD-000595,2022-02-14,South,Brazil,Grocery,Olive Oil Premium,Online,8,18.44,147.52,40.13,Home Office
ORD-000596,2022-03-14,West,UK,Furniture,Bookshelf,Online,4,108.65,434.6,104.09,Corporate
ORD-000597,2022-04-04,East,India,Electronics,4K Monitor,Retail,8,401.4,3211.2,772.08,Consumer
ORD-000598,2022-01-30,West,Germany,Clothing,Women's Dress,Online,2,81.27,162.54,72.33,Consumer
ORD-000599,2022-10-03,North,Canada,Electronics,Smartphone X,Online,3,851.81,2555.43,554.77,Corporate
ORD-000600,2022-02-20,North,USA,Furniture,Standing Desk,Retail,4,501.31,2005.24,672.82,Corporate
ORD-000601,2022-04-05,East,India,Electronics,Wireless Headphones,Retail,6,156.89,941.34,313.73,Consumer
ORD-000602,2022-01-12,East,India,Grocery,Olive Oil Premium,Retail,4,18.73,74.92,21.53,Consumer
ORD-000603,2022-02-04,East,India,Electronics,Wireless Headphones,Retail,10,162.38,1623.8,561.49,Consumer
ORD-000604,2022-01-05,East,China,Clothing,Men's Jacket,Retail,5,93.69,468.45,156.27,Corporate
ORD-000605,2022-01-16,South,Brazil,Electronics,4K Monitor,Online,4,380.69,1522.76,425.91,Home Office
ORD-000606,2022-05-05,South,Brazil,Grocery,Breakfast Cereal,Retail,9,6.45,58.05,15.77,Home Office
ORD-000607,2023-03-07,North,Canada,Furniture,Bookshelf,Online,1,116.61,116.61,35.14,Corporate
ORD-000608,2022-07-09,North,Canada,Clothing,Men's Jacket,Online,3,82.13,246.39,115.02,Consumer
ORD-000609,2022-08-12,South,Argentina,Furniture,Standing Desk,Online,4,465.21,1860.84,573.78,Corporate
ORD-000610,2022-07-02,South,Argentina,Furniture,Ergonomic Chair,Online,1,238.14,238.14,69.75,Consumer
ORD-000611,2022-01-05,South,Brazil,Furniture,Bookshelf,Online,4,119.31,477.24,137.7,Home Office
ORD-000612,2022-02-22,West,Germany,Electronics,Laptop Pro,Retail,4,1081.48,4325.92,1011.78,Consumer
ORD-000613,2022-01-11,East,China,Electronics,Smartphone X,Online,2,796.94,1593.88,421.39,Corporate
ORD-000614,2022-02-01,North,USA,Furniture,Bookshelf,Online,4,113.13,452.52,113.28,Home Office
ORD-000615,2022-02-25,North,USA,Electronics,4K Monitor,Online,5,368.08,1840.4,485.52,Consumer
ORD-000616,2022-12-24,East,India,Electronics,Laptop Pro,Online,3,1315.79,3947.37,1001.2,Corporate
ORD-000617,2022-04-01,North,Canada,Electronics,Laptop Pro,Retail,1,1161.12,1161.12,289.56,Home Office
ORD-000618,2022-02-01,East,China,Clothing,Women's Dress,Online,2,78.43,156.86,62.02,Home Office
ORD-000619,2023-01-10,East,China,Electronics,Wireless Headphones,Retail,8,148.38,1187.04,488.24,Consumer
ORD-000620,2022-01-19,North,Canada,Grocery,Breakfast Cereal,Online,12,5.5,66.0,15.46,Corporate
ORD-000621,2022-01-03,West,Germany,Electronics,Smartphone X,Online,1,720.42,720.42,181.88,Corporate
ORD-000622,2022-06-10,North,USA,Electronics,Wireless Headphones,Retail,5,164.71,823.55,309.16,Corporate
ORD-000623,2022-07-16,North,USA,Grocery,Organic Coffee Beans,Retail,11,11.78,129.58,35.97,Corporate
ORD-000624,2022-01-07,West,Germany,Electronics,Smartphone X,Retail,8,765.85,6126.8,1530.9,Home Office
ORD-000625,2022-01-26,West,France,Furniture,Ergonomic Chair,Online,2,230.04,460.08,132.36,Corporate
ORD-000626,2022-06-07,West,Germany,Clothing,Men's Jacket,Online,5,97.82,489.1,229.34,Corporate
ORD-000627,2022-05-02,South,Argentina,Grocery,Olive Oil Premium,Retail,13,16.87,219.31,61.38,Consumer
ORD-000628,2022-05-10,West,UK,Clothing,Women's Dress,Online,2,76.4,152.8,72.73,Consumer
ORD-000629,2023-08-15,East,China,Electronics,Wireless Headphones,Online,3,137.06,411.18,127.47,Corporate
ORD-000630,2022-11-29,East,India,Grocery,Organic Coffee Beans,Retail,11,12.45,136.95,36.26,Home Office
ORD-000631,2022-10-28,South,Brazil,Grocery,Olive Oil Premium,Online,13,18.96,246.48,59.42,Home Office
ORD-000632,2022-10-03,East,India,Clothing,Men's Jacket,Retail,7,89.23,624.61,207.87,Corporate
ORD-000633,2022-06-07,South,Brazil,Clothing,Women's Dress,Online,3,82.83,248.49,123.19,Home Office
ORD-000634,2022-01-04,North,USA,Grocery,Olive Oil Premium,Retail,5,18.1,90.5,20.92,Home Office
ORD-000635,2022-12-25,South,Argentina,Grocery,Olive Oil Premium,Retail,13,16.36,212.68,70.27,Home Office
ORD-000636,2022-11-01,North,Canada,Furniture,Standing Desk,Online,5,517.36,2586.8,717.27,Consumer
ORD-000637,2023-02-02,North,Canada,Grocery,Breakfast Cereal,Online,12,5.7,68.4,13.98,Consumer
ORD-000638,2022-02-18,South,Argentina,Furniture,Ergonomic Chair,Online,4,263.53,1054.12,276.41,Home Office
ORD-000639,2022-06-04,South,Argentina,Clothing,Running Shoes,Online,5,120.02,600.1,249.74,Corporate
ORD-000640,2022-01-06,South,Brazil,Electronics,4K Monitor,Retail,7,372.05,2604.35,676.32,Corporate
ORD-000641,2023-04-07,South,Brazil,Furniture,Ergonomic Chair,Online,4,248.97,995.88,288.73,Home Office
ORD-000642,2022-03-22,East,China,Furniture,Standing Desk,Online,1,510.69,510.69,150.8,Consumer
ORD-000643,2022-01-18,East,China,Electronics,Laptop Pro,Online,2,1187.13,2374.26,497.2,Home Office
ORD-000644,2022-05-11,South,Brazil,Clothing,Men's Jacket,Retail,2,97.19,194.38,64.81,Consumer
ORD-000645,2022-02-08,South,Brazil,Electronics,Smartphone X,Online,1,758.05,758.05,213.32,Corporate
ORD-000646,2024-10-16,South,Brazil,Electronics,4K Monitor,Online,3,388.56,1165.68,308.58,Corporate
ORD-000647,2022-01-05,South,Brazil,Clothing,Women's Dress,Online,1,76.41,76.41,27.84,Corporate
ORD-000648,2022-10-30,North,Canada,Electronics,Laptop Pro,Online,5,1289.42,6447.1,1271.14,Home Office
ORD-000649,2022-01-09,South,Argentina,Grocery,Olive Oil Premium,Online,7,16.42,114.94,35.36,Corporate
ORD-000650,2022-01-16,East,India,Furniture,Standing Desk,Online,2,506.41,1012.82,292.0,Consumer
ORD-000651,2022-11-01,North,USA,Furniture,Standing Desk,Retail,3,500.74,1502.22,445.5,Corporate
ORD-000652,2022-03-07,West,Germany,Clothing,Women's Dress,Retail,4,74.74,298.96,133.11,Consumer
ORD-000653,2022-09-04,East,China,Electronics,Smartphone X,Online,4,849.95,3399.8,992.39,Consumer
ORD-000654,2022-02-02,West,UK,Electronics,Smartphone X,Retail,5,860.43,4302.15,941.28,Consumer
ORD-000655,2023-12-25,West,Germany,Furniture,Standing Desk,Online,1,546.25,546.25,183.46,Corporate
ORD-000656,2022-04-05,West,France,Grocery,Olive Oil Premium,Online,6,17.0,102.0,32.71,Corporate
ORD-000657,2022-08-06,West,Germany,Clothing,Running Shoes,Retail,1,120.72,120.72,44.75,Corporate
ORD-000658,2022-01-04,East,Japan,Electronics,Wireless Headphones,Online,4,160.7,642.8,236.13,Home Office
ORD-000659,2022-08-23,South,Argentina,Grocery,Organic Coffee Beans,Retail,9,11.97,107.73,32.28,Home Office
ORD-000660,2022-02-04,South,Argentina,Clothing,Women's Dress,Retail,7,85.22,596.54,266.26,Consumer
ORD-000661,2022-08-13,West,Germany,Grocery,Organic Coffee Beans,Online,14,10.8,151.2,37.25,Corporate
ORD-000662,2023-01-13,East,India,Electronics,Laptop Pro,Online,2,1304.74,2609.48,616.94,Consumer
ORD-000663,2023-07-29,South,Brazil,Furniture,Bookshelf,Online,3,120.65,361.95,79.95,Corporate
ORD-000664,2023-11-11,West,France,Clothing,Women's Dress,Online,3,72.13,216.39,91.32,Corporate
ORD-000665,2022-02-14,East,Japan,Electronics,Smartphone X,Retail,7,802.74,5619.18,1637.98,Consumer
ORD-000666,2022-07-17,West,France,Electronics,Wireless Headphones,Online,3,145.52,436.56,164.39,Consumer
ORD-000667,2022-08-13,West,France,Clothing,Running Shoes,Online,1,119.79,119.79,37.45,Consumer
ORD-000668,2022-03-25,South,Brazil,Electronics,Wireless Headphones,Online,4,140.82,563.28,180.33,Corporate
ORD-000669,2022-09-12,East,China,Grocery,Breakfast Cereal,Online,7,5.6,39.2,8.63,Consumer
ORD-000670,2022-02-16,West,France,Grocery,Organic Coffee Beans,Retail,14,12.1,169.4,57.59,Consumer
ORD-000671,2022-06-21,West,France,Clothing,Running Shoes,Online,5,111.22,556.1,208.42,Corporate
ORD-000672,2023-04-19,North,USA,Grocery,Olive Oil Premium,Retail,8,19.6,156.8,41.28,Home Office
ORD-000673,2022-08-22,South,Brazil,Grocery,Organic Coffee Beans,Online,14,12.65,177.1,47.74,Home Office
ORD-000674,2022-02-18,North,USA,Furniture,Bookshelf,Online,4,125.78,503.12,160.99,Home Office
ORD-000675,2022-03-08,East,Japan,Electronics,Laptop Pro,Retail,9,1184.1,10656.9,2592.9,Home Office
ORD-000676,2023-03-08,East,China,Furniture,Bookshelf,Online,3,109.26,327.78,84.34,Consumer
ORD-000677,2023-01-08,East,China,Electronics,Wireless Headphones,Retail,4,145.02,580.08,211.9,Consumer
ORD-000678,2022-02-10,South,Argentina,Clothing,Women's Dress,Retail,1,85.36,85.36,41.76,Home Office
ORD-000679,2022-02-24,East,Japan,Electronics,Wireless Headphones,Retail,2,144.75,289.5,85.67,Consumer
ORD-000680,2022-03-30,West,France,Electronics,Smartphone X,Online,3,868.66,2605.98,697.46,Consumer
ORD-000681,2022-03-01,West,Germany,Grocery,Organic Coffee Beans,Online,6,11.44,68.64,17.18,Corporate
ORD-000682,2022-04-05,North,Canada,Grocery,Organic Coffee Beans,Online,8,12.42,99.36,29.71,Consumer
ORD-000683,2022-01-01,West,Germany,Grocery,Olive Oil Premium,Online,12,18.92,227.04,74.35,Consumer
ORD-000684,2022-08-31,West,UK,Electronics,Laptop Pro,Online,2,1122.25,2244.5,457.02,Corporate
ORD-000685,2024-01-02,North,USA,Electronics,Smartphone X,Online,5,770.82,3854.1,1155.0,Home Office
ORD-000686,2022-06-03,West,UK,Furniture,Ergonomic Chair,Retail,3,240.47,721.41,192.08,Corporate
ORD-000687,2022-04-15,South,Brazil,Grocery,Organic Coffee Beans,Retail,14,12.46,174.44,56.61,Corporate
ORD-000688,2023-09-07,North,USA,Grocery,Breakfast Cereal,Online,8,6.2,49.6,11.33,Consumer
ORD-000689,2022-01-01,East,China,Electronics,Smartphone X,Online,5,736.51,3682.55,760.21,Corporate
ORD-000690,2022-05-09,East,China,Clothing,Running Shoes,Retail,1,112.24,112.24,42.92,Home Office
ORD-000691,2022-10-11,West,Germany,Grocery,Breakfast Cereal,Online,3,5.66,16.98,4.2,Home Office
ORD-000692,2022-01-07,West,Germany,Grocery,Organic Coffee Beans,Retail,6,10.96,65.76,23.12,Consumer
ORD-000693,2023-09-26,South,Argentina,Electronics,4K Monitor,Retail,3,408.73,1226.19,409.33,Consumer
ORD-000694,2022-10-31,North,Canada,Clothing,Women's Dress,Online,2,77.12,154.24,75.93,Corporate
ORD-000695,2023-07-29,South,Brazil,Grocery,Organic Coffee Beans,Retail,10,13.14,131.4,42.43,Corporate
ORD-000696,2022-05-17,West,France,Clothing,Men's Jacket,Online,3,92.01,276.03,132.04,Corporate
ORD-000697,2022-03-28,West,Germany,Furniture,Standing Desk,Retail,4,491.85,1967.4,566.39,Corporate
ORD-000698,2022-06-13,West,Germany,Clothing,Women's Dress,Online,3,78.97,236.91,93.22,Consumer
ORD-000699,2022-09-22,South,Brazil,Grocery,Olive Oil Premium,Online,12,18.24,218.88,68.96,Home Office
ORD-000700,2023-10-03,South,Brazil,Clothing,Men's Jacket,Online,4,96.08,384.32,148.44,Home Office
ORD-000701,2022-04-01,South,Argentina,Grocery,Organic Coffee Beans,Online,6,12.16,72.96,18.45,Consumer
ORD-000702,2023-08-16,South,Brazil,Furniture,Bookshelf,Online,1,122.97,122.97,26.94,Corporate
